Name,Hex (24 bit),Red (8 bit),Green (8 bit),Blue (8 bit)
Laser Lemon,#F2F261,242,242,97
Laser Lemon,#FFFF70,255,255,112
Laser Lemon,#E6E65C,230,230,92
Laser Lemon,#FFFF59,255,255,89
Laser Lemon,#FFFF73,255,255,115
Laser Lemon,#FFFF5E,255,255,94
Laser Lemon,#F2F26D,242,242,109
Laser Lemon,#FFFF62,255,255,98
Laser Lemon,#E6E667,230,230,103
Laser Lemon,#FFFF4D,255,255,77
Laser Lemon,#FFFF80,255,255,128
Laser Lemon,#FFFF50,255,255,80
Laser Lemon,#F2F279,242,242,121
Laser Lemon,#FFFF54,255,255,84
Laser Lemon,#E6E673,230,230,115
Laurel green,#A9BA9D,169,186,157
Laurel green,#A9BA9D,169,186,157
Laurel green,#B5C7A8,181,199,168
Laurel green,#9DAD92,157,173,146
Laurel green,#C0D3B3,192,211,179
Laurel green,#92A087,146,160,135
Laurel green,#A4BA94,164,186,148
Laurel green,#AEBAA6,174,186,166
Laurel green,#AFC79E,175,199,158
Laurel green,#A2AD9B,162,173,155
Laurel green,#BAD3A8,186,211,168
Laurel green,#97A090,151,160,144
Laurel green,#9EBA8A,158,186,138
Laurel green,#B4BAB0,180,186,176
Laurel green,#A9C794,169,199,148
Laurel green,#A8ADA4,168,173,164
Laurel green,#B4D39D,180,211,157
Laurel green,#9BA098,155,160,152
Lava,#CF1020,207,16,32
Lava,#CF1020,207,16,32
Lava,#DC1122,220,17,34
Lava,#C20F1E,194,15,30
Lava,#E81224,232,18,36
Lava,#B60E1C,182,14,28
Lava,#CF0617,207,6,23
Lava,#CF1A29,207,26,41
Lava,#DC0618,220,6,24
Lava,#C21927,194,25,39
Lava,#E80619,232,6,25
Lava,#B61724,182,23,36
Lava,#CF000D,207,0,13
Lava,#CF2533,207,37,51
Lava,#DC000E,220,0,14
Lava,#C22230,194,34,48
Lava,#E8000F,232,0,15
Lava,#B6202D,182,32,45
Lavender (floral),#B57EDC,181,126,220
Lavender (floral),#B57EDC,181,126,220
Lavender (floral),#BF85E9,191,133,233
Lavender (floral),#AB77CF,171,119,207
Lavender (floral),#CA8DF6,202,141,246
Lavender (floral),#A06FC3,160,111,195
Lavender (floral),#B073DC,176,115,220
Lavender (floral),#BA89DC,186,137,220
Lavender (floral),#BB7AE9,187,122,233
Lavender (floral),#AF81CF,175,129,207
Lavender (floral),#C580F6,197,128,246
Lavender (floral),#A479C3,164,121,195
Lavender (floral),#AC68DC,172,104,220
Lavender (floral),#BE94DC,190,148,220
Lavender (floral),#B66EE9,182,110,233
Lavender (floral),#B38BCF,179,139,207
Lavender (floral),#C074F6,192,116,246
Lavender (floral),#A883C3,168,131,195
Lavender (web),#E6E6FA,230,230,250
Lavender (web),#E6E6FA,230,230,250
Lavender (web),#F2F2FF,242,242,255
Lavender (web),#DADAED,218,218,237
Lavender (web),#FDFDFF,253,253,255
Lavender (web),#CFCFE0,207,207,224
Lavender (web),#DADAFA,218,218,250
Lavender (web),#F3F3FA,243,243,250
Lavender (web),#E5E5FF,229,229,255
Lavender (web),#E6E6ED,230,230,237
Lavender (web),#F0F0FF,240,240,255
Lavender (web),#DADAE0,218,218,224
Lavender (web),#CDCDFA,205,205,250
Lavender (web),#FFFFFA,255,255,250
Lavender (web),#D7D7FF,215,215,255
Lavender (web),#F2F2ED,242,242,237
Lavender (web),#E2E2FF,226,226,255
Lavender (web),#E5E5E0,229,229,224
Lavender blue,#CCCCFF,204,204,255
Lavender blue,#CCCCFF,204,204,255
Lavender blue,#D6D6FF,214,214,255
Lavender blue,#C2C2F2,194,194,242
Lavender blue,#E0E0FF,224,224,255
Lavender blue,#B8B8E6,184,184,230
Lavender blue,#BFBFFF,191,191,255
Lavender blue,#D9D9FF,217,217,255
Lavender blue,#C9C9FF,201,201,255
Lavender blue,#CECEF2,206,206,242
Lavender blue,#D2D2FF,210,210,255
Lavender blue,#C3C3E6,195,195,230
Lavender blue,#B3B3FF,179,179,255
Lavender blue,#E6E6FF,230,230,255
Lavender blue,#BBBBFF,187,187,255
Lavender blue,#DADAF2,218,218,242
Lavender blue,#C4C4FF,196,196,255
Lavender blue,#CFCFE6,207,207,230
Lavender blush,#FFF0F5,255,240,245
Lavender blush,#FFF0F5,255,240,245
Lavender blush,#FFFCFF,255,252,255
Lavender blush,#F2E4E9,242,228,233
Lavender blush,#FFFFFF,255,255,255
Lavender blush,#E6D8DC,230,216,220
Lavender blush,#FFE3EC,255,227,236
Lavender blush,#FFFDFE,255,253,254
Lavender blush,#FFEFF8,255,239,248
Lavender blush,#F2F0F1,242,240,241
Lavender blush,#FFFAFF,255,250,255
Lavender blush,#E6E3E4,230,227,228
Lavender blush,#FFD6E4,255,214,228
Lavender blush,#FFE1EF,255,225,239
Lavender blush,#F2FCF9,242,252,249
Lavender blush,#FFECFB,255,236,251
Lavender blush,#E6EFEC,230,239,236
Lavender gray,#C4C3D0,196,195,208
Lavender gray,#C4C3D0,196,195,208
Lavender gray,#D0CFDD,208,207,221
Lavender gray,#B8B7C3,184,183,195
Lavender gray,#DCDBEA,220,219,234
Lavender gray,#ACABB6,172,171,182
Lavender gray,#BAB9D0,186,185,208
Lavender gray,#CECDD0,206,205,208
Lavender gray,#C6C4DD,198,196,221
Lavender gray,#C1C1C3,193,193,195
Lavender gray,#D1CFEA,209,207,234
Lavender gray,#B4B4B6,180,180,182
Lavender gray,#B1AED0,177,174,208
Lavender gray,#D7D8D0,215,216,208
Lavender gray,#BCB9DD,188,185,221
Lavender gray,#CACBC3,202,203,195
Lavender gray,#C6C4EA,198,196,234
Lavender gray,#BDBDB6,189,189,182
Lavender indigo,#9457EB,148,87,235
Lavender indigo,#9457EB,148,87,235
Lavender indigo,#9C5CF8,156,92,248
Lavender indigo,#8C52DE,140,82,222
Lavender indigo,#A460FF,164,96,255
Lavender indigo,#844ED2,132,78,210
Lavender indigo,#8D4BEB,141,75,235
Lavender indigo,#9B63EB,155,99,235
Lavender indigo,#954FF8,149,79,248
Lavender indigo,#935DDE,147,93,222
Lavender indigo,#9C53FF,156,83,255
Lavender indigo,#8A58D2,138,88,210
Lavender indigo,#863FEB,134,63,235
Lavender indigo,#A26EEB,162,110,235
Lavender indigo,#8D43F8,141,67,248
Lavender indigo,#9969DE,153,105,222
Lavender indigo,#9546FF,149,70,255
Lavender indigo,#9063D2,144,99,210
Lavender magenta,#EE82EE,238,130,238
Lavender magenta,#EE82EE,238,130,238
Lavender magenta,#FB89FB,251,137,251
Lavender magenta,#E17BE1,225,123,225
Lavender magenta,#FF90FF,255,144,255
Lavender magenta,#D474D4,212,116,212
Lavender magenta,#EE76EE,238,118,238
Lavender magenta,#EE8EEE,238,142,238
Lavender magenta,#FB7CFB,251,124,251
Lavender magenta,#E186E1,225,134,225
Lavender magenta,#FF83FF,255,131,255
Lavender magenta,#D47FD4,212,127,212
Lavender magenta,#EE6AEE,238,106,238
Lavender magenta,#EE9AEE,238,154,238
Lavender magenta,#FB70FB,251,112,251
Lavender magenta,#E192E1,225,146,225
Lavender magenta,#FF76FF,255,118,255
Lavender magenta,#D489D4,212,137,212
Lavender mist,#E6E6FA,230,230,250
Lavender mist,#E6E6FA,230,230,250
Lavender mist,#F2F2FF,242,242,255
Lavender mist,#DADAED,218,218,237
Lavender mist,#FDFDFF,253,253,255
Lavender mist,#CFCFE0,207,207,224
Lavender mist,#DADAFA,218,218,250
Lavender mist,#F3F3FA,243,243,250
Lavender mist,#E5E5FF,229,229,255
Lavender mist,#E6E6ED,230,230,237
Lavender mist,#F0F0FF,240,240,255
Lavender mist,#DADAE0,218,218,224
Lavender mist,#CDCDFA,205,205,250
Lavender mist,#FFFFFA,255,255,250
Lavender mist,#D7D7FF,215,215,255
Lavender mist,#F2F2ED,242,242,237
Lavender mist,#E2E2FF,226,226,255
Lavender mist,#E5E5E0,229,229,224
Lavender pink,#FBAED2,251,174,210
Lavender pink,#FBAED2,251,174,210
Lavender pink,#FFB7DD,255,183,221
Lavender pink,#EEA5C7,238,165,199
Lavender pink,#FFC0E7,255,192,231
Lavender pink,#E29CBD,226,156,189
Lavender pink,#FBA1CB,251,161,203
Lavender pink,#FBBBD9,251,187,217
Lavender pink,#FFAAD6,255,170,214
Lavender pink,#EEB1CE,238,177,206
Lavender pink,#FFB2E0,255,178,224
Lavender pink,#E2A8C3,226,168,195
Lavender pink,#FB95C5,251,149,197
Lavender pink,#FBC7DF,251,199,223
Lavender pink,#FF9CCF,255,156,207
Lavender pink,#EEBDD4,238,189,212
Lavender pink,#FFA4D9,255,164,217
Lavender pink,#E2B3C9,226,179,201
Lavender purple,#967BB6,150,123,182
Lavender purple,#967BB6,150,123,182
Lavender purple,#A184C3,161,132,195
Lavender purple,#8B72A9,139,114,169
Lavender purple,#AB8CD0,171,140,208
Lavender purple,#816A9C,129,106,156
Lavender purple,#9172B6,145,114,182
Lavender purple,#9B84B6,155,132,182
Lavender purple,#9B7AC3,155,122,195
Lavender purple,#907BA9,144,123,169
Lavender purple,#A582D0,165,130,208
Lavender purple,#85729C,133,114,156
Lavender purple,#8C69B6,140,105,182
Lavender purple,#A08DB6,160,141,182
Lavender purple,#9670C3,150,112,195
Lavender purple,#9583A9,149,131,169
Lavender purple,#A077D0,160,119,208
Lavender purple,#89799C,137,121,156
Lavender rose,#FBA0E3,251,160,227
Lavender rose,#FBA0E3,251,160,227
Lavender rose,#FFA8EF,255,168,239
Lavender rose,#EE98D7,238,152,215
Lavender rose,#FFB0FA,255,176,250
Lavender rose,#E290CC,226,144,204
Lavender rose,#FB93E0,251,147,224
Lavender rose,#FBADE6,251,173,230
Lavender rose,#FF9BEB,255,155,235
Lavender rose,#EEA4DB,238,164,219
Lavender rose,#FFA2F6,255,162,246
Lavender rose,#E29BCF,226,155,207
Lavender rose,#FB87DC,251,135,220
Lavender rose,#FBB9EA,251,185,234
Lavender rose,#FF8EE8,255,142,232
Lavender rose,#EEB0DE,238,176,222
Lavender rose,#FF95F3,255,149,243
Lavender rose,#E2A6D2,226,166,210
Lawn green,#7CFC00,124,252,0
Lawn green,#7CFC00,124,252,0
Lawn green,#82FF00,130,255,0
Lawn green,#76EF00,118,239,0
Lawn green,#89FF00,137,255,0
Lawn green,#6FE300,111,227,0
Lawn green,#76FC00,118,252,0
Lawn green,#82FC0D,130,252,13
Lawn green,#7CFF00,124,255,0
Lawn green,#7CEF0C,124,239,12
Lawn green,#75E30B,117,227,11
Lawn green,#6FFC00,111,252,0
Lawn green,#89FC19,137,252,25
Lawn green,#75FF00,117,255,0
Lawn green,#82EF18,130,239,24
Lawn green,#7AFF00,122,255,0
Lawn green,#7BE317,123,227,23
Lemon,#FFF700,255,247,0
Lemon,#FFF700,255,247,0
Lemon,#FFFF00,255,255,0
Lemon,#F2EB00,242,235,0
Lemon,#E6DE00,230,222,0
Lemon,#FFF70D,255,247,13
Lemon,#F2EB0C,242,235,12
Lemon,#E6DF0B,230,223,11
Lemon,#FFF600,255,246,0
Lemon,#FFF819,255,248,25
Lemon,#F2EB18,242,235,24
Lemon,#E6DF17,230,223,23
Lemon chiffon,#FFFACD,255,250,205
Lemon chiffon,#FFFACD,255,250,205
Lemon chiffon,#FFFFD7,255,255,215
Lemon chiffon,#F2EDC3,242,237,195
Lemon chiffon,#FFFFE2,255,255,226
Lemon chiffon,#E6E1B9,230,225,185
Lemon chiffon,#FFF9C0,255,249,192
Lemon chiffon,#FFFBDA,255,251,218
Lemon chiffon,#FFFFCA,255,255,202
Lemon chiffon,#F2EFCF,242,239,207
Lemon chiffon,#FFFFD3,255,255,211
Lemon chiffon,#E6E2C4,230,226,196
Lemon chiffon,#FFF7B4,255,247,180
Lemon chiffon,#FFFDE6,255,253,230
Lemon chiffon,#FFFFBC,255,255,188
Lemon chiffon,#F2F0DB,242,240,219
Lemon chiffon,#FFFFC5,255,255,197
Lemon chiffon,#E6E3CF,230,227,207
Lemon curry,#CCA01D,204,160,29
Lemon curry,#CCA01D,204,160,29
Lemon curry,#D9AA1F,217,170,31
Lemon curry,#BF961B,191,150,27
Lemon curry,#E6B421,230,180,33
Lemon curry,#B38C19,179,140,25
Lemon curry,#CC9D13,204,157,19
Lemon curry,#CCA327,204,163,39
Lemon curry,#D9A714,217,167,20
Lemon curry,#BF9825,191,152,37
Lemon curry,#E6B115,230,177,21
Lemon curry,#B38E22,179,142,34
Lemon curry,#CC9B09,204,155,9
Lemon curry,#CCA531,204,165,49
Lemon curry,#D9A509,217,165,9
Lemon curry,#BF9B2E,191,155,46
Lemon curry,#E6AE0A,230,174,10
Lemon curry,#B3902B,179,144,43
Lemon glacier,#FDFF00,253,255,0
Lemon glacier,#FDFF00,253,255,0
Lemon glacier,#FFFF00,255,255,0
Lemon glacier,#F0F200,240,242,0
Lemon glacier,#E4E600,228,230,0
Lemon glacier,#FDFF0D,253,255,13
Lemon glacier,#F0F20C,240,242,12
Lemon glacier,#E4E60B,228,230,11
Lemon glacier,#FDFF19,253,255,25
Lemon glacier,#F1F218,241,242,24
Lemon glacier,#E4E617,228,230,23
Lemon lime,#E3FF00,227,255,0
Lemon lime,#E3FF00,227,255,0
Lemon lime,#EEFF00,238,255,0
Lemon lime,#D8F200,216,242,0
Lemon lime,#FAFF00,250,255,0
Lemon lime,#CCE600,204,230,0
Lemon lime,#E2FF00,226,255,0
Lemon lime,#E4FF0D,228,255,13
Lemon lime,#EDFF00,237,255,0
Lemon lime,#D9F20C,217,242,12
Lemon lime,#F8FF00,248,255,0
Lemon lime,#CEE60B,206,230,11
Lemon lime,#E0FF00,224,255,0
Lemon lime,#E6FF19,230,255,25
Lemon lime,#EBFF00,235,255,0
Lemon lime,#DAF218,218,242,24
Lemon lime,#F7FF00,247,255,0
Lemon lime,#CFE617,207,230,23
Lemon meringue,#F6EABE,246,234,190
Lemon meringue,#F6EABE,246,234,190
Lemon meringue,#FFF6C8,255,246,200
Lemon meringue,#E9DEB4,233,222,180
Lemon meringue,#FFFFD2,255,255,210
Lemon meringue,#DCD2AA,220,210,170
Lemon meringue,#F6E7B2,246,231,178
Lemon meringue,#F6EDCA,246,237,202
Lemon meringue,#FFF3BB,255,243,187
Lemon meringue,#E9E0C0,233,224,192
Lemon meringue,#FFFFC4,255,255,196
Lemon meringue,#DCD4B5,220,212,181
Lemon meringue,#F6E5A5,246,229,165
Lemon meringue,#F6EFD7,246,239,215
Lemon meringue,#FFF1AE,255,241,174
Lemon meringue,#E9E3CB,233,227,203
Lemon meringue,#FFFCB7,255,252,183
Lemon meringue,#DCD6C0,220,214,192
Lemon yellow,#FFF44F,255,244,79
Lemon yellow,#FFF44F,255,244,79
Lemon yellow,#FFFF53,255,255,83
Lemon yellow,#F2E84B,242,232,75
Lemon yellow,#FFFF57,255,255,87
Lemon yellow,#E6DC47,230,220,71
Lemon yellow,#FFF342,255,243,66
Lemon yellow,#FFF55C,255,245,92
Lemon yellow,#FFFF46,255,255,70
Lemon yellow,#F2E957,242,233,87
Lemon yellow,#FFFF49,255,255,73
Lemon yellow,#E6DC53,230,220,83
Lemon yellow,#FFF236,255,242,54
Lemon yellow,#FFF668,255,246,104
Lemon yellow,#FFFF38,255,255,56
Lemon yellow,#F2E963,242,233,99
Lemon yellow,#FFFF3B,255,255,59
Lemon yellow,#E6DD5E,230,221,94
Licorice,#1A1110,26,17,16
Licorice,#1A1110,26,17,16
Licorice,#271918,39,25,24
Licorice,#0D0908,13,9,8
Licorice,#342220,52,34,32
Licorice,#000000,0,0,0
Licorice,#1A100F,26,16,15
Licorice,#1A1211,26,18,17
Licorice,#271816,39,24,22
Licorice,#0D0909,13,9,9
Licorice,#341F1D,52,31,29
Licorice,#1A0F0D,26,15,13
Licorice,#1A1313,26,19,19
Licorice,#271614,39,22,20
Licorice,#0D0A09,13,10,9
Licorice,#341D1B,52,29,27
Liberty,#545AA7,84,90,167
Liberty,#545AA7,84,90,167
Liberty,#5A61B4,90,97,180
Liberty,#4E539A,78,83,154
Liberty,#6168C0,97,104,192
Liberty,#474C8E,71,76,142
Liberty,#4C52A7,76,82,167
Liberty,#5C62A7,92,98,167
Liberty,#5159B4,81,89,180
Liberty,#555A9A,85,90,154
Liberty,#575FC0,87,95,192
Liberty,#4E538E,78,83,142
Liberty,#434BA7,67,75,167
Liberty,#6569A7,101,105,167
Liberty,#4850B4,72,80,180
Liberty,#5D619A,93,97,154
Liberty,#4E56C0,78,86,192
Liberty,#55598E,85,89,142
Light apricot,#FDD5B1,253,213,177
Light apricot,#FDD5B1,253,213,177
Light apricot,#FFE0BA,255,224,186
Light apricot,#F0CAA8,240,202,168
Light apricot,#FFEAC3,255,234,195
Light apricot,#E4C09F,228,192,159
Light apricot,#FDCEA4,253,206,164
Light apricot,#FDDCBE,253,220,190
Light apricot,#FFD9AD,255,217,173
Light apricot,#F0D1B4,240,209,180
Light apricot,#FFE3B5,255,227,181
Light apricot,#E4C6AB,228,198,171
Light apricot,#FDC898,253,200,152
Light apricot,#FDE2CA,253,226,202
Light apricot,#FFD29F,255,210,159
Light apricot,#F0D7C0,240,215,192
Light apricot,#FFDCA7,255,220,167
Light apricot,#E4CCB6,228,204,182
Light blue,#ADD8E6,173,216,230
Light blue,#ADD8E6,173,216,230
Light blue,#B7E4F3,183,228,243
Light blue,#A3CCD9,163,204,217
Light blue,#C0F0FF,192,240,255
Light blue,#9AC0CC,154,192,204
Light blue,#A2D5E6,162,213,230
Light blue,#B9DBE6,185,219,230
Light blue,#AAE1F3,170,225,243
Light blue,#AECFD9,174,207,217
Light blue,#B3EDFF,179,237,255
Light blue,#A4C3CC,164,195,204
Light blue,#96D2E6,150,210,230
Light blue,#C4DEE6,196,222,230
Light blue,#9EDEF3,158,222,243
Light blue,#B9D1D9,185,209,217
Light blue,#A7EAFF,167,234,255
Light blue,#AEC5CC,174,197,204
Light brown,#B5651D,181,101,29
Light brown,#B5651D,181,101,29
Light brown,#C26C1F,194,108,31
Light brown,#A85E1B,168,94,27
Light brown,#CE7321,206,115,33
Light brown,#9C5719,156,87,25
Light brown,#B56014,181,96,20
Light brown,#B56A26,181,106,38
Light brown,#C26715,194,103,21
Light brown,#A86223,168,98,35
Light brown,#CE6E17,206,110,23
Light brown,#9C5B21,156,91,33
Light brown,#B55B0B,181,91,11
Light brown,#B56F2F,181,111,47
Light brown,#C2620C,194,98,12
Light brown,#A8672C,168,103,44
Light brown,#CE680C,206,104,12
Light brown,#9C5F28,156,95,40
Light carmine pink,#E66771,230,103,113
Light carmine pink,#E66771,230,103,113
Light carmine pink,#F36D77,243,109,119
Light carmine pink,#D9616B,217,97,107
Light carmine pink,#FF727E,255,114,126
Light carmine pink,#CC5C64,204,92,100
Light carmine pink,#E65B66,230,91,102
Light carmine pink,#E6727C,230,114,124
Light carmine pink,#F3616C,243,97,108
Light carmine pink,#D96C75,217,108,117
Light carmine pink,#FF6672,255,102,114
Light carmine pink,#CC666E,204,102,110
Light carmine pink,#E6505C,230,80,92
Light carmine pink,#E67E86,230,126,134
Light carmine pink,#F35461,243,84,97
Light carmine pink,#D9777F,217,119,127
Light carmine pink,#FF5966,255,89,102
Light carmine pink,#CC7077,204,112,119
Light cobalt blue,#88ACE0,136,172,224
Light cobalt blue,#88ACE0,136,172,224
Light cobalt blue,#90B6ED,144,182,237
Light cobalt blue,#80A2D3,128,162,211
Light cobalt blue,#97C0FA,151,192,250
Light cobalt blue,#7998C6,121,152,198
Light cobalt blue,#7DA5E0,125,165,224
Light cobalt blue,#93B3E0,147,179,224
Light cobalt blue,#84AFED,132,175,237
Light cobalt blue,#8BA8D3,139,168,211
Light cobalt blue,#8BB8FA,139,184,250
Light cobalt blue,#829EC6,130,158,198
Light cobalt blue,#729FE0,114,159,224
Light cobalt blue,#9EB9E0,158,185,224
Light cobalt blue,#78A8ED,120,168,237
Light cobalt blue,#95AFD3,149,175,211
Light cobalt blue,#7FB1FA,127,177,250
Light cobalt blue,#8CA4C6,140,164,198
Light coral,#F08080,240,128,128
Light coral,#F08080,240,128,128
Light coral,#FD8787,253,135,135
Light coral,#E37979,227,121,121
Light coral,#FF8E8E,255,142,142
Light coral,#D67272,214,114,114
Light coral,#F07474,240,116,116
Light coral,#F08C8C,240,140,140
Light coral,#FD7A7A,253,122,122
Light coral,#E38585,227,133,133
Light coral,#FF8080,255,128,128
Light coral,#D67D7D,214,125,125
Light coral,#F06868,240,104,104
Light coral,#F09898,240,152,152
Light coral,#FD6E6E,253,110,110
Light coral,#E39090,227,144,144
Light coral,#FF7373,255,115,115
Light coral,#D68888,214,136,136
Light cornflower blue,#93CCEA,147,204,234
Light cornflower blue,#93CCEA,147,204,234
Light cornflower blue,#9BD7F7,155,215,247
Light cornflower blue,#8BC1DD,139,193,221
Light cornflower blue,#A3E2FF,163,226,255
Light cornflower blue,#83B6D0,131,182,208
Light cornflower blue,#87C8EA,135,200,234
Light cornflower blue,#9FD0EA,159,208,234
Light cornflower blue,#8FD3F7,143,211,247
Light cornflower blue,#96C5DD,150,197,221
Light cornflower blue,#96DEFF,150,222,255
Light cornflower blue,#8DB9D0,141,185,208
Light cornflower blue,#7CC4EA,124,196,234
Light cornflower blue,#AAD4EA,170,212,234
Light cornflower blue,#82CFF7,130,207,247
Light cornflower blue,#A1C9DD,161,201,221
Light cornflower blue,#89D9FF,137,217,255
Light cornflower blue,#98BDD0,152,189,208
Light crimson,#F56991,245,105,145
Light crimson,#F56991,245,105,145
Light crimson,#FF6E99,255,110,153
Light crimson,#E86489,232,100,137
Light crimson,#FF74A0,255,116,160
Light crimson,#DC5E82,220,94,130
Light crimson,#F55D88,245,93,136
Light crimson,#F5759A,245,117,154
Light crimson,#FF628F,255,98,143
Light crimson,#E86F92,232,111,146
Light crimson,#FF6696,255,102,150
Light crimson,#DC698A,220,105,138
Light crimson,#F55080,245,80,128
Light crimson,#F582A3,245,130,163
Light crimson,#FF5586,255,85,134
Light crimson,#E87B9A,232,123,154
Light crimson,#FF598D,255,89,141
Light crimson,#DC7492,220,116,146
Light cyan,#E0FFFF,224,255,255
Light cyan,#E0FFFF,224,255,255
Light cyan,#EBFFFF,235,255,255
Light cyan,#D5F2F2,213,242,242
Light cyan,#F6FFFF,246,255,255
Light cyan,#CAE6E6,202,230,230
Light cyan,#D3FFFF,211,255,255
Light cyan,#EDFFFF,237,255,255
Light cyan,#DEFFFF,222,255,255
Light cyan,#E1F2F2,225,242,242
Light cyan,#E8FFFF,232,255,255
Light cyan,#D5E6E6,213,230,230
Light cyan,#C6FFFF,198,255,255
Light cyan,#FAFFFF,250,255,255
Light cyan,#D0FFFF,208,255,255
Light cyan,#EDF2F2,237,242,242
Light cyan,#DAFFFF,218,255,255
Light cyan,#E1E6E6,225,230,230
Light deep pink,#FF5CCD,255,92,205
Light deep pink,#FF5CCD,255,92,205
Light deep pink,#FF61D7,255,97,215
Light deep pink,#F257C3,242,87,195
Light deep pink,#FF65E2,255,101,226
Light deep pink,#E653B9,230,83,185
Light deep pink,#FF4FC9,255,79,201
Light deep pink,#FF69D1,255,105,209
Light deep pink,#FF53D3,255,83,211
Light deep pink,#F264C6,242,100,198
Light deep pink,#FF57DD,255,87,221
Light deep pink,#E65EBC,230,94,188
Light deep pink,#FF43C5,255,67,197
Light deep pink,#FF76D5,255,118,213
Light deep pink,#FF46CF,255,70,207
Light deep pink,#F270CA,242,112,202
Light deep pink,#FF49D9,255,73,217
Light deep pink,#E66AC0,230,106,192
Light French beige,#C8AD7F,200,173,127
Light French beige,#C8AD7F,200,173,127
Light French beige,#D5B887,213,184,135
Light French beige,#BBA277,187,162,119
Light French beige,#E2C38F,226,195,143
Light French beige,#AE976F,174,151,111
Light French beige,#C8A975,200,169,117
Light French beige,#C8B189,200,177,137
Light French beige,#D5B47C,213,180,124
Light French beige,#BBA580,187,165,128
Light French beige,#E2BF84,226,191,132
Light French beige,#AE9A78,174,154,120
Light French beige,#C8A66B,200,166,107
Light French beige,#C8B493,200,180,147
Light French beige,#D5B072,213,176,114
Light French beige,#BBA98A,187,169,138
Light French beige,#E2BB79,226,187,121
Light French beige,#AE9D80,174,157,128
Light fuchsia pink,#F984EF,249,132,239
Light fuchsia pink,#F984EF,249,132,239
Light fuchsia pink,#FF8BFB,255,139,251
Light fuchsia pink,#EC7DE3,236,125,227
Light fuchsia pink,#FF92FF,255,146,255
Light fuchsia pink,#E076D7,224,118,215
Light fuchsia pink,#F978EE,249,120,238
Light fuchsia pink,#F990F0,249,144,240
Light fuchsia pink,#FF7EFA,255,126,250
Light fuchsia pink,#EC89E4,236,137,228
Light fuchsia pink,#FF84FF,255,132,255
Light fuchsia pink,#E082D7,224,130,215
Light fuchsia pink,#F96BED,249,107,237
Light fuchsia pink,#F99DF1,249,157,241
Light fuchsia pink,#FF71F9,255,113,249
Light fuchsia pink,#EC95E5,236,149,229
Light fuchsia pink,#FF76FF,255,118,255
Light fuchsia pink,#E08DD8,224,141,216
Light goldenrod yellow,#FAFAD2,250,250,210
Light goldenrod yellow,#FAFAD2,250,250,210
Light goldenrod yellow,#FFFFDD,255,255,221
Light goldenrod yellow,#EDEDC7,237,237,199
Light goldenrod yellow,#FFFFE7,255,255,231
Light goldenrod yellow,#E0E0BD,224,224,189
Light goldenrod yellow,#FAFAC6,250,250,198
Light goldenrod yellow,#FAFADE,250,250,222
Light goldenrod yellow,#FFFFD0,255,255,208
Light goldenrod yellow,#EDEDD3,237,237,211
Light goldenrod yellow,#FFFFDA,255,255,218
Light goldenrod yellow,#E0E0C8,224,224,200
Light goldenrod yellow,#FAFAB9,250,250,185
Light goldenrod yellow,#FAFAEB,250,250,235
Light goldenrod yellow,#FFFFC2,255,255,194
Light goldenrod yellow,#EDEDDF,237,237,223
Light goldenrod yellow,#FFFFCC,255,255,204
Light goldenrod yellow,#E0E0D3,224,224,211
Light gray,#D3D3D3,211,211,211
Light gray,#D3D3D3,211,211,211
Light gray,#E0E0E0,224,224,224
Light gray,#C6C6C6,198,198,198
Light gray,#ECECEC,236,236,236
Light gray,#BABABA,186,186,186
Light gray,#D3C8C8,211,200,200
Light gray,#D3DEDE,211,222,222
Light gray,#E0D5D5,224,213,213
Light gray,#C6D0D0,198,208,208
Light gray,#ECE1E1,236,225,225
Light gray,#BAC3C3,186,195,195
Light gray,#D3BEBE,211,190,190
Light gray,#D3E8E8,211,232,232
Light gray,#E0C9C9,224,201,201
Light gray,#C6DADA,198,218,218
Light gray,#ECD5D5,236,213,213
Light gray,#BACCCC,186,204,204
Light grayish magenta,#CC99CC,204,153,204
Light grayish magenta,#CC99CC,204,153,204
Light grayish magenta,#D9A3D9,217,163,217
Light grayish magenta,#BF8FBF,191,143,191
Light grayish magenta,#E6ACE6,230,172,230
Light grayish magenta,#B386B3,179,134,179
Light grayish magenta,#CC8FCC,204,143,204
Light grayish magenta,#CCA3CC,204,163,204
Light grayish magenta,#D998D9,217,152,217
Light grayish magenta,#BF99BF,191,153,191
Light grayish magenta,#E6A1E6,230,161,230
Light grayish magenta,#B38FB3,179,143,179
Light grayish magenta,#CC85CC,204,133,204
Light grayish magenta,#CCADCC,204,173,204
Light grayish magenta,#D98DD9,217,141,217
Light grayish magenta,#BFA3BF,191,163,191
Light grayish magenta,#E695E6,230,149,230
Light grayish magenta,#B398B3,179,152,179
Light green,#90EE90,144,238,144
Light green,#90EE90,144,238,144
Light green,#98FB98,152,251,152
Light green,#88E188,136,225,136
Light green,#9FFF9F,159,255,159
Light green,#81D481,129,212,129
Light green,#84EE84,132,238,132
Light green,#9CEE9C,156,238,156
Light green,#8BFB8B,139,251,139
Light green,#94E194,148,225,148
Light green,#92FF92,146,255,146
Light green,#8BD48B,139,212,139
Light green,#78EE78,120,238,120
Light green,#A8EEA8,168,238,168
Light green,#7FFB7F,127,251,127
Light green,#9FE19F,159,225,159
Light green,#85FF85,133,255,133
